,stars,url,forks,language,size,subscribers,network,issues,watchers,pulls,commits,private,license
647,16745,https://github.com/framework7io/framework7.git,3311,JavaScript,101565,692,3311,93,16745,0,6631,False,MIT License
648,16730,https://github.com/tachiyomiorg/tachiyomi.git,2048,Kotlin,33635,558,2048,551,16730,27,4395,False,Apache License 2.0
649,16757,https://github.com/restic/restic.git,1135,Go,60944,239,1135,444,16757,64,5936,False,"BSD 2-Clause ""Simplified"" License"
650,16706,https://github.com/zloirock/core-js.git,1269,JavaScript,33641,228,1269,23,16706,3,4206,False,MIT License
651,16702,https://github.com/facebookexperimental/Recoil.git,883,JavaScript,34529,223,883,183,16702,31,794,False,MIT License
652,16689,https://github.com/ethereum/solidity.git,3964,C++,62681,633,3964,1069,16689,99,22198,False,GNU General Public License v3.0
653,16676,https://github.com/dianping/cat.git,5163,Java,113421,1154,5163,100,16676,2,7339,False,Apache License 2.0
654,16635,https://github.com/kelthuzadx/hosts.git,7715,Rascal,8892,1859,7715,3,16635,0,1260,False,MIT License
655,16697,https://github.com/HarisIqbal88/PlotNeuralNet.git,2300,TeX,2269,207,2300,69,16697,13,58,False,MIT License
656,16724,https://github.com/fyne-io/fyne.git,924,Go,74610,231,924,388,16724,19,6236,False,"BSD 3-Clause ""New"" or ""Revised"" License"
657,16567,https://github.com/handlebars-lang/handlebars.js.git,2071,JavaScript,3900,454,2071,95,16567,22,2010,False,MIT License
658,16606,https://github.com/fingerprintjs/fingerprintjs.git,1908,TypeScript,1726,412,1908,18,16606,1,679,False,MIT License
659,16613,https://github.com/gorilla/mux.git,1519,Go,447,314,1519,18,16613,10,290,False,"BSD 3-Clause ""New"" or ""Revised"" License"
660,16505,https://github.com/expo/expo.git,3283,Objective-C,2343616,245,3283,549,16505,168,14999,False,MIT License
661,16501,https://github.com/ElemeFE/mint-ui.git,3587,Vue,3420,480,3587,297,16501,56,304,False,MIT License
662,16479,https://github.com/LingCoder/OnJava8.git,5489,None,8486,627,5489,4,16479,2,1334,False,MIT License
663,16461,https://github.com/plotly/dash.git,1698,Python,112606,401,1698,602,16461,30,5994,False,MIT License
664,16509,https://github.com/yudai/gotty.git,1284,Go,6484,335,1284,141,16509,42,230,False,MIT License
665,16404,https://github.com/backstage/backstage.git,2495,TypeScript,1377556,193,2495,512,16404,78,26742,False,Apache License 2.0
666,16405,https://github.com/statsd/statsd.git,1975,JavaScript,803,457,1975,84,16405,35,1018,False,MIT License
667,16404,https://github.com/twitter/typeahead.js.git,3294,JavaScript,2151,563,3294,507,16404,94,594,False,MIT License
668,16382,https://github.com/gchq/CyberChef.git,2050,JavaScript,78082,340,2050,302,16382,97,3167,False,Apache License 2.0
669,16388,https://github.com/testing-library/react-testing-library.git,955,JavaScript,1540,147,955,16,16388,0,478,False,MIT License
670,16382,https://github.com/vim-airline/vim-airline.git,1105,Vim script,3738,230,1105,42,16382,3,2638,False,MIT License
671,16320,https://github.com/jamiebuilds/react-loadable.git,854,JavaScript,386,149,854,37,16320,33,220,False,MIT License
672,16363,https://github.com/GoogleChromeLabs/squoosh.git,1115,TypeScript,136418,234,1115,219,16363,55,1425,False,Apache License 2.0
673,16325,https://github.com/matomo-org/matomo.git,2303,PHP,271418,428,2303,2002,16325,24,28423,False,GNU General Public License v3.0
674,16327,https://github.com/stretchr/testify.git,1237,Go,1392,174,1237,330,16327,104,787,False,MIT License
675,16321,https://github.com/remix-run/remix.git,1267,TypeScript,22784,193,1267,308,16321,120,2474,False,MIT License
676,16287,https://github.com/bokeh/bokeh.git,3932,Python,261236,458,3932,710,16287,26,19546,False,"BSD 3-Clause ""New"" or ""Revised"" License"
677,16363,https://github.com/PanJiaChen/vue-admin-template.git,6405,JavaScript,1014,413,6405,279,16363,30,234,False,MIT License
678,16314,https://github.com/slundberg/shap.git,2475,Jupyter Notebook,235329,248,2475,1425,16314,76,2142,False,MIT License
679,16262,https://github.com/shuzheng/zheng.git,7468,Java,41278,1485,7468,72,16262,38,1241,False,MIT License
680,16255,https://github.com/nickbutcher/plaid.git,3259,Kotlin,33949,645,3259,98,16255,24,1277,False,Apache License 2.0
681,16256,https://github.com/charlax/professional-programming.git,1487,Python,4631,560,1487,1,16256,1,312,False,MIT License
682,16241,https://github.com/radareorg/radare2.git,2685,C,150881,481,2685,845,16241,17,27889,False,Other
683,16269,https://github.com/tj/n.git,712,Shell,3292,207,712,0,16269,0,756,False,MIT License
684,16222,https://github.com/tensorflow/tfjs.git,1730,TypeScript,158634,322,1730,634,16222,136,5262,False,Apache License 2.0
685,16233,https://github.com/SBoudrias/Inquirer.js.git,1121,JavaScript,3326,152,1121,220,16233,12,919,False,MIT License
686,16214,https://github.com/joewalnes/websocketd.git,969,Go,1065,366,969,34,16214,1,317,False,"BSD 2-Clause ""Simplified"" License"
687,16244,https://github.com/nfl/react-helmet.git,684,JavaScript,1581,121,684,200,16244,49,349,False,MIT License
688,16188,https://github.com/material-components/material-components-web.git,2169,TypeScript,86281,398,2169,401,16188,53,7046,False,MIT License
689,16153,https://github.com/hubotio/hubot.git,3871,JavaScript,2020,614,3871,104,16153,21,2066,False,MIT License
690,16149,https://github.com/chriskiehl/Gooey.git,868,Python,4269,279,868,119,16149,20,743,False,MIT License
691,16153,https://github.com/jashkenas/coffeescript.git,2026,CoffeeScript,30014,525,2026,66,16153,11,4901,False,MIT License
692,16161,https://github.com/dani-garcia/vaultwarden.git,885,Rust,6124,186,885,12,16161,5,1822,False,GNU General Public License v3.0
693,16119,https://github.com/aFarkas/lazysizes.git,1708,JavaScript,2806,284,1708,181,16119,30,854,False,MIT License
694,16111,https://github.com/sanic-org/sanic.git,1451,Python,3899,417,1451,54,16111,12,2653,False,MIT License
695,16099,https://github.com/tokio-rs/tokio.git,1501,Rust,10074,293,1501,229,16099,45,2899,False,MIT License
696,16092,https://github.com/instillai/TensorFlow-Course.git,3248,Jupyter Notebook,21714,822,3248,1,16092,0,227,False,MIT License
697,16077,https://github.com/iview/iview-admin.git,4884,Vue,61421,632,4884,615,16077,56,462,False,MIT License
698,16088,https://github.com/realm/SwiftLint.git,1921,Swift,201734,249,1921,305,16088,36,5502,False,MIT License
699,16068,https://github.com/ionic-team/ionicons.git,1993,TypeScript,26871,412,1993,484,16068,34,531,False,MIT License
700,16048,https://github.com/Shopify/draggable.git,1035,JavaScript,4942,596,1035,142,16048,50,385,False,MIT License
701,16054,https://github.com/matryer/xbar.git,634,Go,64924,183,634,109,16054,3,1031,False,MIT License
702,16005,https://github.com/nondanee/UnblockNeteaseMusic.git,2462,JavaScript,1775,237,2462,193,16005,9,413,False,MIT License
703,16009,https://github.com/visionmedia/superagent.git,1316,JavaScript,4366,224,1316,163,16009,5,1777,False,MIT License
704,16005,https://github.com/dvajs/dva.git,3224,JavaScript,1741,449,3224,11,16005,2,752,False,MIT License
705,15951,https://github.com/Kotlin/anko.git,1304,Kotlin,15239,545,1304,243,15951,6,1064,False,Apache License 2.0
706,15959,https://github.com/jdg/MBProgressHUD.git,3517,Objective-C,1253,574,3517,68,15959,7,683,False,MIT License
707,16003,https://github.com/nginx-proxy/nginx-proxy.git,2746,Python,871,280,2746,468,16003,65,866,False,MIT License
708,15965,https://github.com/grpc/grpc-go.git,3554,Go,18507,481,3554,126,15965,14,4148,False,Apache License 2.0
709,15900,https://github.com/trojan-gfw/trojan.git,2816,C++,925,502,2816,35,15900,2,466,False,GNU General Public License v3.0
710,15886,https://github.com/directus/directus.git,1797,TypeScript,366473,279,1797,198,15886,97,8778,False,GNU General Public License v3.0
711,15884,https://github.com/apache/shardingsphere.git,5604,Java,474974,962,5604,515,15884,23,33363,False,Apache License 2.0
712,15905,https://github.com/MonitorControl/MonitorControl.git,507,Swift,29699,135,507,55,15905,0,219,False,MIT License
713,15876,https://github.com/dotnet/roslyn.git,3602,C#,1535186,1025,3602,9152,15876,394,86041,False,MIT License
714,15884,https://github.com/EastWorld/wechat-app-mall.git,5614,JavaScript,7976,898,5614,0,15884,0,574,False,Apache License 2.0
715,15908,https://github.com/youzan/vant-weapp.git,3319,JavaScript,20103,441,3319,189,15908,15,2414,False,MIT License
716,15857,https://github.com/VSCodium/vscodium.git,683,Shell,15468,161,683,98,15857,7,602,False,MIT License
717,15800,https://github.com/filebrowser/filebrowser.git,2009,Go,19319,278,2009,180,15800,18,2310,False,Apache License 2.0
718,15775,https://github.com/zulip/zulip.git,5390,Python,358291,384,5390,2594,15775,968,47223,False,Apache License 2.0
719,15759,https://github.com/iissnan/hexo-theme-next.git,3785,CSS,13272,460,3785,90,15759,16,1808,False,MIT License
720,15780,https://github.com/ForrestKnight/open-source-cs.git,2767,None,12,1077,2767,10,15780,0,16,False,MIT License
721,15751,https://github.com/briannesbitt/Carbon.git,1209,PHP,14416,230,1209,16,15751,8,3242,False,MIT License
722,15785,https://github.com/uber-go/zap.git,1137,Go,1313,250,1137,110,15785,17,546,False,MIT License
723,15756,https://github.com/oblador/react-native-vector-icons.git,1992,JavaScript,8047,212,1992,361,15756,15,573,False,MIT License
724,15751,https://github.com/artf/grapesjs.git,3010,JavaScript,91511,456,3010,74,15751,8,4810,False,"BSD 3-Clause ""New"" or ""Revised"" License"
725,15711,https://github.com/jaegertracing/jaeger.git,1887,Go,22322,347,1887,314,15711,6,1690,False,Apache License 2.0
726,15697,https://github.com/react-grid-layout/react-grid-layout.git,2164,JavaScript,14563,226,2164,119,15697,81,711,False,MIT License
727,15677,https://github.com/spotify/luigi.git,2333,Python,10617,489,2333,88,15677,24,4036,False,Apache License 2.0
728,15659,https://github.com/flutter/plugins.git,8927,Dart,30705,518,8927,94,15659,93,3737,False,"BSD 3-Clause ""New"" or ""Revised"" License"
729,15677,https://github.com/winterbe/java8-tutorial.git,3848,Java,157,1012,3848,15,15677,0,149,False,MIT License
730,15599,https://github.com/tj/git-extras.git,1166,Shell,1854,219,1166,123,15599,28,1661,False,MIT License
731,15586,https://github.com/hackiftekhar/IQKeyboardManager.git,2332,Objective-C,23282,362,2332,21,15586,1,1206,False,MIT License
732,15552,https://github.com/simdjson/simdjson.git,834,C++,21425,231,834,126,15552,6,2368,False,Apache License 2.0
733,15529,https://github.com/jeromeetienne/AR.js.git,2200,HTML,327252,563,2200,9,15529,2,1618,False,MIT License
734,15562,https://github.com/so-fancy/diff-so-fancy.git,332,Perl,766,117,332,20,15562,6,651,False,MIT License
735,15514,https://github.com/element-plus/element-plus.git,4199,Vue,256084,176,4199,744,15514,129,3442,False,MIT License
736,15561,https://github.com/livewire/livewire.git,889,Blade,10060,179,889,16,15561,16,3009,False,MIT License
737,15433,https://github.com/CodeByZach/pace.git,1955,CSS,1388,394,1955,290,15433,8,444,False,MIT License
738,15423,https://github.com/binux/pyspider.git,3643,Python,4171,902,3643,291,15423,21,1181,False,Apache License 2.0
739,15424,https://github.com/salomonelli/best-resume-ever.git,2218,Vue,43428,329,2218,56,15424,25,700,False,MIT License
740,15495,https://github.com/ustbhuangyi/better-scroll.git,2578,TypeScript,19130,260,2578,25,15495,3,1984,False,MIT License
741,15406,https://github.com/nikic/PHP-Parser.git,873,PHP,6068,237,873,76,15406,11,1399,False,"BSD 3-Clause ""New"" or ""Revised"" License"
742,15386,https://github.com/infernojs/inferno.git,670,JavaScript,37971,286,670,35,15386,0,6069,False,MIT License
743,15377,https://github.com/helm/charts.git,17190,Go,291410,395,17190,0,15377,0,13769,False,Apache License 2.0
744,15378,https://github.com/motdotla/dotenv.git,753,JavaScript,1215,103,753,21,15378,4,470,False,"BSD 2-Clause ""Simplified"" License"
745,15345,https://github.com/ipython/ipython.git,4340,Python,76608,774,4340,1546,15345,75,25961,False,Other
746,15384,https://github.com/fchollet/deep-learning-with-python-notebooks.git,7573,Jupyter Notebook,6943,645,7573,151,15384,32,42,False,MIT License
747,15377,https://github.com/openzipkin/zipkin.git,2932,Java,66771,709,2932,188,15377,21,2689,False,Apache License 2.0
748,15295,https://github.com/limetext/lime.git,1117,None,2133,774,1117,22,15295,0,1104,False,"BSD 2-Clause ""Simplified"" License"
749,15277,https://github.com/spf13/spf13-vim.git,3760,VimL,5905,689,3760,350,15277,40,951,False,Apache License 2.0
750,15300,https://github.com/JedWatson/classnames.git,526,JavaScript,604,132,526,12,15300,4,314,False,MIT License
751,15273,https://github.com/dotnet/maui.git,878,C#,123847,665,878,1044,15273,50,9707,False,MIT License
752,15305,https://github.com/netlify/netlify-cms.git,2752,JavaScript,79012,262,2752,702,15305,29,4087,False,MIT License
753,15306,https://github.com/janl/mustache.js.git,2436,JavaScript,1594,414,2436,89,15306,29,829,False,MIT License
754,15250,https://github.com/jhao104/proxy_pool.git,4116,Python,566,447,4116,278,15250,5,606,False,MIT License
755,15290,https://github.com/auth0/node-jsonwebtoken.git,1103,JavaScript,416,265,1103,92,15290,27,438,False,MIT License
756,15156,https://github.com/redis/node-redis.git,1636,TypeScript,23498,305,1636,170,15156,26,1733,False,MIT License
757,15152,https://github.com/android10/Android-CleanArchitecture.git,3353,Java,5191,855,3353,144,15152,16,248,False,Apache License 2.0
758,15146,https://github.com/altercation/solarized.git,3576,Vim script,34558,424,3576,222,15146,71,374,False,MIT License
759,15142,https://github.com/quantopian/zipline.git,4399,Python,170757,1010,4399,354,15142,36,6226,False,Apache License 2.0
760,15196,https://github.com/airbnb/visx.git,586,TypeScript,14949,151,586,110,15196,11,3058,False,MIT License
761,15133,https://github.com/KaTeX/KaTeX.git,1053,JavaScript,81708,279,1053,338,15133,38,2071,False,MIT License
762,15124,https://github.com/dylanaraps/neofetch.git,1120,Shell,8005,212,1120,236,15124,114,5274,False,MIT License
763,15094,https://github.com/tailwindlabs/heroicons.git,939,JavaScript,1222,161,939,1,15094,0,104,False,MIT License
764,15194,https://github.com/wulkano/Kap.git,754,TypeScript,25385,179,754,164,15194,10,896,False,MIT License
765,15080,https://github.com/ueberdosis/tiptap.git,1375,TypeScript,26351,143,1375,165,15080,21,5341,False,MIT License
766,15076,https://github.com/rasbt/deeplearning-models.git,3731,Jupyter Notebook,43022,607,3731,3,15076,0,168,False,MIT License
767,15062,https://github.com/bower/bower.git,1956,JavaScript,4768,729,1956,3,15062,2,2792,False,MIT License
768,15044,https://github.com/lottie-react-native/lottie-react-native.git,1677,C++,333531,254,1677,143,15044,11,636,False,Apache License 2.0
769,15077,https://github.com/appium/appium.git,5639,JavaScript,97727,903,5639,218,15077,21,7365,False,Apache License 2.0
770,15052,https://github.com/jantic/DeOldify.git,2152,Jupyter Notebook,71238,422,2152,5,15052,0,478,False,MIT License
771,15035,https://github.com/Nyr/openvpn-install.git,4043,Shell,159,524,4043,23,15035,8,178,False,MIT License
772,15017,https://github.com/cool-RR/PySnooper.git,918,Python,487,233,918,19,15017,0,305,False,MIT License
773,15000,https://github.com/fullcalendar/fullcalendar.git,3354,TypeScript,30555,450,3354,736,15000,21,5845,False,MIT License
774,14988,https://github.com/bmorelli25/Become-A-Full-Stack-Web-Developer.git,2558,None,79,833,2558,38,14988,28,53,False,MIT License
775,14974,https://github.com/fastai/fastbook.git,5471,Jupyter Notebook,80372,473,5471,51,14974,5,487,False,GNU General Public License v3.0
776,14962,https://github.com/kriskowal/q.git,1246,JavaScript,1428,420,1246,117,14962,16,902,False,MIT License
777,14952,https://github.com/pouchdb/pouchdb.git,1413,JavaScript,121422,281,1413,27,14952,15,4823,False,Apache License 2.0
778,14928,https://github.com/designmodo/Flat-UI.git,2403,JavaScript,36190,752,2403,9,14928,0,246,False,MIT License
779,14910,https://github.com/huiyadanli/RevokeMsgPatcher.git,2100,C#,3613,224,2100,19,14910,0,199,False,GNU General Public License v3.0
780,14910,https://github.com/SimulatedGREG/electron-vue.git,1559,JavaScript,5927,258,1559,280,14910,17,844,False,MIT License
781,14943,https://github.com/flatpickr/flatpickr.git,1343,TypeScript,8280,213,1343,617,14943,70,2860,False,MIT License
782,14897,https://github.com/airbnb/react-sketchapp.git,876,TypeScript,4428,420,876,35,14897,5,780,False,MIT License
783,14980,https://github.com/lin-xin/vue-manage-system.git,5192,Vue,3137,565,5192,107,14980,11,224,False,MIT License
784,14912,https://github.com/emotion-js/emotion.git,980,JavaScript,18938,102,980,181,14912,37,1698,False,MIT License
785,14856,https://github.com/ampproject/amphtml.git,3988,JavaScript,936009,664,3988,1472,14856,402,21527,False,Apache License 2.0
786,14843,https://github.com/acdlite/recompose.git,1302,JavaScript,1397,179,1302,121,14843,59,649,False,MIT License
787,14843,https://github.com/JeffLi1993/springboot-learning-example.git,6998,Java,401,1028,6998,49,14843,37,167,False,Apache License 2.0
788,14815,https://github.com/hoanhan101/ultimate-go.git,1195,Go,1190,413,1195,0,14815,0,247,False,Apache License 2.0
789,14809,https://github.com/tailwindlabs/headlessui.git,555,TypeScript,2459,158,555,22,14809,3,353,False,MIT License
790,15009,https://github.com/ShusenTang/Dive-into-DL-PyTorch.git,4840,Jupyter Notebook,35157,390,4840,78,15009,7,241,False,Apache License 2.0
791,14773,https://github.com/bloc97/Anime4K.git,1268,Jupyter Notebook,820375,274,1268,76,14773,1,417,False,MIT License
792,14817,https://github.com/LMAX-Exchange/disruptor.git,3605,Java,9631,1285,3605,21,14817,1,1280,False,Apache License 2.0
793,14753,https://github.com/yaronn/blessed-contrib.git,891,JavaScript,5532,334,891,83,14753,11,408,False,MIT License
794,14740,https://github.com/keystonejs/keystone-classic.git,2309,JavaScript,151918,506,2309,363,14740,58,8795,False,MIT License
795,14742,https://github.com/desktop/desktop.git,7915,TypeScript,80786,1617,7915,720,14742,10,32396,False,MIT License
796,14721,https://github.com/2dust/v2rayNG.git,2632,Kotlin,198872,358,2632,72,14721,0,275,False,GNU General Public License v3.0
797,14689,https://github.com/lllyasviel/style2paints.git,1828,JavaScript,333164,552,1828,18,14689,4,347,False,Apache License 2.0
798,14807,https://github.com/JaidedAI/EasyOCR.git,2067,Python,151660,282,2067,107,14807,1,498,False,Apache License 2.0
799,14662,https://github.com/plotly/plotly.js.git,1667,JavaScript,1231159,287,1667,1251,14662,32,23973,False,MIT License
800,14643,https://github.com/Anuken/Mindustry.git,2043,Java,1778205,580,2043,180,14643,164,14391,False,GNU General Public License v3.0
801,14632,https://github.com/nhn/tui.editor.git,1419,TypeScript,77872,234,1419,318,14632,28,331,False,MIT License
802,14610,https://github.com/pyg-team/pytorch_geometric.git,2611,Python,8048,242,2611,947,14610,44,5528,False,MIT License
803,14620,https://github.com/kivy/kivy.git,2882,Python,74652,609,2882,902,14620,61,12652,False,MIT License
804,14658,https://github.com/you-dont-need/You-Dont-Need-Lodash-Underscore.git,718,JavaScript,784,210,718,43,14658,8,498,False,MIT License
805,14573,https://github.com/jina-ai/jina.git,1918,Python,641137,178,1918,66,14573,5,7458,False,Apache License 2.0
806,14562,https://github.com/Eloston/ungoogled-chromium.git,667,Python,11010,283,667,103,14562,9,1956,False,"BSD 3-Clause ""New"" or ""Revised"" License"
807,14646,https://github.com/jellyfin/jellyfin.git,1487,C#,53384,260,1487,734,14647,85,22860,False,GNU General Public License v2.0
808,14556,https://github.com/node-red/node-red.git,2746,JavaScript,37976,531,2746,246,14556,55,7524,False,Apache License 2.0
809,14644,https://github.com/cloudreve/Cloudreve.git,2543,Go,7279,211,2543,225,14644,7,757,False,GNU General Public License v3.0
810,14542,https://github.com/framer/motion.git,440,TypeScript,284650,95,440,195,14542,8,3145,False,MIT License
811,14551,https://github.com/magic-wormhole/magic-wormhole.git,532,Python,2600,217,532,139,14551,8,1523,False,MIT License
812,14527,https://github.com/sweetalert2/sweetalert2.git,1453,JavaScript,18664,211,1453,10,14527,1,2764,False,MIT License
813,14612,https://github.com/NVIDIA/nvidia-docker.git,1878,Makefile,19835,445,1878,210,14612,0,420,False,Apache License 2.0
814,14545,https://github.com/hemanth/functional-programming-jargon.git,878,None,484,365,878,20,14545,4,269,False,MIT License
815,14502,https://github.com/twbs/ratchet.git,1498,CSS,16494,619,1498,222,14502,20,1401,False,MIT License
816,14515,https://github.com/zsh-users/zsh-syntax-highlighting.git,1095,Shell,1547,137,1095,160,14515,35,1313,False,"BSD 3-Clause ""New"" or ""Revised"" License"
817,14481,https://github.com/iovisor/bcc.git,2838,C,16944,541,2838,703,14481,84,4171,False,Apache License 2.0
818,14461,https://github.com/angular-ui/bootstrap.git,6972,JavaScript,9938,775,6972,337,14461,67,2073,False,MIT License
819,14470,https://github.com/asdf-vm/asdf.git,569,Shell,1671,115,569,139,14470,22,1472,False,MIT License
820,14457,https://github.com/chrislusf/seaweedfs.git,1766,Go,44636,523,1766,81,14457,10,7838,False,Apache License 2.0
821,14425,https://github.com/facebook/prophet.git,4173,Python,54557,416,4173,230,14425,16,709,False,MIT License
822,14441,https://github.com/thedaviddias/Front-End-Performance-Checklist.git,1063,None,404,379,1063,11,14441,3,216,False,MIT License
823,14416,https://github.com/copy/v86.git,1062,Rust,14118,344,1062,84,14416,3,3943,False,"BSD 2-Clause ""Simplified"" License"
824,14390,https://github.com/cmusatyalab/openface.git,3582,Lua,24598,776,3582,10,14390,3,734,False,Apache License 2.0
825,14390,https://github.com/grab/front-end-guide.git,1122,JavaScript,4267,490,1122,22,14390,20,74,False,MIT License
826,14333,https://github.com/cyrildiagne/ar-cutpaste.git,2037,TypeScript,319,594,2037,49,14333,9,50,False,MIT License
827,14331,https://github.com/frappe/charts.git,689,JavaScript,6718,225,689,137,14331,22,425,False,MIT License
828,14323,https://github.com/browsh-org/browsh.git,422,JavaScript,7612,194,422,197,14323,18,389,False,GNU Lesser General Public License v2.1
829,14408,https://github.com/swagger-api/swagger-codegen.git,5791,Mustache,102280,420,5791,3167,14408,372,11516,False,Apache License 2.0
830,14270,https://github.com/kailashahirwar/cheatsheets-ai.git,3427,None,29960,1069,3427,7,14270,0,32,False,MIT License
831,14202,https://github.com/hdodenhof/CircleImageView.git,3118,Java,1000,408,3118,16,14202,2,159,False,Apache License 2.0
832,14171,https://github.com/joke2k/faker.git,1616,Python,8093,216,1616,72,14171,11,2948,False,MIT License
833,14202,https://github.com/maxwellito/vivus.git,1131,JavaScript,459,282,1131,12,14202,0,173,False,MIT License
834,14178,https://github.com/InstaPy/InstaPy.git,3574,Python,83451,667,3574,392,14178,33,3332,False,GNU General Public License v3.0
835,14174,https://github.com/krisk/Fuse.git,722,JavaScript,6627,140,722,18,14174,7,719,False,Apache License 2.0
836,14195,https://github.com/mkdocs/mkdocs.git,2002,Python,30126,226,2002,136,14195,18,1645,False,"BSD 2-Clause ""Simplified"" License"
837,14256,https://github.com/antonmedv/fx.git,398,Go,2865,125,398,4,14256,0,346,False,MIT License
838,14150,https://github.com/rbenv/rbenv.git,1358,Shell,649,293,1358,24,14150,10,731,False,MIT License
839,14139,https://github.com/erusev/parsedown.git,1077,PHP,1471,207,1077,129,14139,46,843,False,MIT License
840,14185,https://github.com/cayleygraph/cayley.git,1277,Go,20294,593,1277,89,14185,7,1752,False,Apache License 2.0
841,14164,https://github.com/checkly/headless-recorder.git,656,JavaScript,12624,188,656,30,14164,9,335,False,MIT License
842,14166,https://github.com/aframevr/aframe.git,3421,JavaScript,637163,544,3421,364,14166,43,6285,False,MIT License
843,14072,https://github.com/browserify/browserify.git,1235,JavaScript,2486,294,1235,382,14072,32,2290,False,MIT License
844,14067,https://github.com/doomemacs/doomemacs.git,2603,Emacs Lisp,27227,237,2603,473,14067,72,17157,False,MIT License
845,14069,https://github.com/Jam3/math-as-code.git,1027,None,305,420,1027,35,14069,7,135,False,MIT License
846,14039,https://github.com/vitessio/vitess.git,1755,Go,282964,515,1755,723,14039,93,31178,False,Apache License 2.0
847,14035,https://github.com/esp8266/Arduino.git,12399,C++,191589,950,12399,330,14035,69,4221,False,GNU Lesser General Public License v2.1
848,14040,https://github.com/AlDanial/cloc.git,817,Perl,15117,204,817,17,14040,0,917,False,GNU General Public License v2.0
849,14008,https://github.com/iced-rs/iced.git,604,Rust,6044,170,604,163,14008,21,2425,False,MIT License
850,14001,https://github.com/dogecoin/dogecoin.git,2566,C++,168624,866,2566,182,14001,66,13953,False,MIT License
851,13991,https://github.com/iBotPeaches/Apktool.git,3057,Java,222580,635,3057,75,13991,2,1875,False,Apache License 2.0
852,13985,https://github.com/kubernetes/kops.git,4320,Go,320180,326,4320,177,13985,36,17226,False,Apache License 2.0
853,13979,https://github.com/RasaHQ/rasa.git,3989,Python,1548637,339,3989,943,13979,106,30111,False,Apache License 2.0
854,13968,https://github.com/google/filament.git,1367,C++,651936,369,1367,91,13968,2,4888,False,Apache License 2.0
855,13990,https://github.com/barryvdh/laravel-debugbar.git,1367,PHP,2527,286,1367,42,13990,23,931,False,MIT License
856,13951,https://github.com/apache/incubator-weex.git,1854,C++,282740,531,1854,248,13951,16,12026,False,Apache License 2.0
857,14064,https://github.com/localtunnel/localtunnel.git,1081,JavaScript,209,218,1081,125,14064,13,164,False,MIT License
858,13947,https://github.com/yiisoft/yii2.git,6995,PHP,78520,1121,6995,522,13947,72,20009,False,"BSD 3-Clause ""New"" or ""Revised"" License"
859,13957,https://github.com/marcuswestin/WebViewJavascriptBridge.git,2941,Objective-C,514,521,2941,95,13957,20,463,False,MIT License
860,13956,https://github.com/feathersjs/feathers.git,672,TypeScript,13773,242,672,103,13956,8,3662,False,MIT License
861,14051,https://github.com/julienschmidt/httprouter.git,1341,Go,270,324,1341,71,14051,17,285,False,"BSD 3-Clause ""New"" or ""Revised"" License"
862,13933,https://github.com/Moya/Moya.git,1847,Swift,18322,249,1847,124,13933,14,3438,False,MIT License
863,13932,https://github.com/sass/sass.git,1995,TypeScript,943,603,1995,106,13932,7,420,False,MIT License
864,13933,https://github.com/darkreader/darkreader.git,1832,TypeScript,25762,164,1832,615,13933,94,5527,False,MIT License
865,13950,https://github.com/dipakkr/A-to-Z-Resources-for-Students.git,4247,None,3526,396,4247,9,13950,6,1207,False,MIT License
866,13906,https://github.com/ibireme/YYKit.git,3660,Objective-C,56960,615,3660,289,13906,23,312,False,MIT License
867,13877,https://github.com/wangshub/wechat_jump_game.git,4479,Python,26970,569,4479,35,13877,7,332,False,Apache License 2.0
868,13873,https://github.com/FormidableLabs/webpack-dashboard.git,429,JavaScript,1694,204,429,31,13873,1,270,False,MIT License
869,13875,https://github.com/bootstrap-vue/bootstrap-vue.git,1863,JavaScript,52944,304,1863,117,13875,24,5285,False,MIT License
870,13869,https://github.com/AvaloniaUI/Avalonia.git,1248,C#,141010,441,1248,1263,13869,37,19103,False,MIT License
871,13839,https://github.com/mxcl/PromiseKit.git,1452,Swift,8760,260,1452,18,13839,6,1480,False,MIT License
872,13854,https://github.com/dandavison/delta.git,234,Rust,9580,65,234,158,13854,45,1845,False,MIT License
873,13818,https://github.com/infinitered/ignite.git,1118,TypeScript,54215,225,1118,76,13818,6,2110,False,MIT License
874,13793,https://github.com/uNetworking/uWebSockets.git,1533,C++,4256,403,1533,27,13793,5,810,False,Apache License 2.0
875,13789,https://github.com/microsoft/LightGBM.git,3539,C++,19285,448,3539,215,13789,33,2959,False,MIT License
876,13806,https://github.com/alibaba/ARouter.git,2448,Java,26582,369,2448,85,13806,10,300,False,Apache License 2.0
877,13758,https://github.com/containers/podman.git,1415,Go,107657,188,1415,240,13758,27,15129,False,Apache License 2.0
878,13753,https://github.com/Kr328/ClashForAndroid.git,1748,Kotlin,3079,325,1748,70,13753,7,202,False,GNU General Public License v3.0
879,13751,https://github.com/scala/scala.git,3124,Scala,146626,754,3124,23,13751,23,37731,False,Apache License 2.0
880,13734,https://github.com/ziglang/zig.git,1164,Zig,164704,237,1164,2069,13734,42,18400,False,MIT License
881,13736,https://github.com/marcuswestin/store.js.git,1391,JavaScript,579,359,1391,97,13736,29,398,False,MIT License
882,13713,https://github.com/angular-ui/ui-router.git,3133,TypeScript,13602,500,3133,19,13713,3,2117,False,MIT License
