,stars,url,forks,language,size,subscribers,network,issues,watchers,pulls,commits,private,license
410,21107,https://github.com/coreybutler/nvm-windows.git,2235,Go,5338,382,2235,85,21107,15,348,False,MIT License
411,21047,https://github.com/getredash/redash.git,3680,Python,27682,584,3680,712,21047,233,7277,False,"BSD 2-Clause ""Simplified"" License"
412,21114,https://github.com/servo/servo.git,2630,None,1158427,504,2630,3470,21114,80,44608,False,Mozilla Public License 2.0
413,20949,https://github.com/conwnet/github1s.git,720,TypeScript,15038,108,720,57,20949,2,299,False,MIT License
414,20922,https://github.com/Kong/insomnia.git,1248,JavaScript,95460,224,1248,600,20922,53,3463,False,MIT License
415,20907,https://github.com/google/gson.git,4037,Java,11142,748,4037,634,20907,151,1657,False,Apache License 2.0
416,20891,https://github.com/haizlin/fe-interview.git,2907,JavaScript,5786,657,2907,5001,20891,3,1313,False,MIT License
417,20867,https://github.com/paularmstrong/normalizr.git,870,JavaScript,2471,202,870,22,20867,0,455,False,MIT License
418,20900,https://github.com/facebookresearch/detectron2.git,5688,Python,5917,343,5688,214,20900,37,1352,False,Apache License 2.0
419,20845,https://github.com/chenglou/react-motion.git,1173,JavaScript,5015,283,1173,188,20845,42,809,False,MIT License
420,20844,https://github.com/wangzheng0822/algo.git,6709,Python,1173,850,6709,148,20844,49,1065,False,Apache License 2.0
421,20793,https://github.com/keon/algorithms.git,4284,Python,1416,633,4284,198,20793,138,942,False,MIT License
422,20761,https://github.com/StevenBlack/hosts.git,1816,Python,425556,575,1816,25,20761,0,2945,False,MIT License
423,20739,https://github.com/ApolloAuto/apollo.git,8428,C++,2603352,1108,8428,1181,20739,70,18076,False,Apache License 2.0
424,20705,https://github.com/react-bootstrap/react-bootstrap.git,3329,TypeScript,29050,434,3329,164,20705,28,4341,False,MIT License
425,20709,https://github.com/ipfs/ipfs.git,1391,None,2336,1025,1391,6,20709,2,396,False,MIT License
426,20654,https://github.com/docsifyjs/docsify.git,4988,JavaScript,22812,258,4988,200,20654,47,1609,False,MIT License
427,20601,https://github.com/qishibo/AnotherRedisDesktopManager.git,1996,JavaScript,4346,221,1996,110,20601,11,665,False,MIT License
428,20569,https://github.com/eslint/eslint.git,3678,JavaScript,33596,308,3678,107,20569,10,8421,False,MIT License
429,20605,https://github.com/dotnet-architecture/eShopOnContainers.git,8803,C#,655615,1503,8803,39,20605,14,3994,False,MIT License
430,20656,https://github.com/ageron/handson-ml2.git,10212,Jupyter Notebook,151278,584,10212,162,20656,3,908,False,Apache License 2.0
431,20685,https://github.com/alpinejs/alpine.git,918,HTML,6560,207,918,20,20685,12,1722,False,MIT License
432,20512,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way.git,4749,JavaScript,381,424,4749,5,20512,0,319,False,MIT License
433,20511,https://github.com/ColorlibHQ/gentelella.git,6844,HTML,35068,1107,6844,48,20511,18,449,False,MIT License
434,20485,https://github.com/DesignPatternsPHP/DesignPatternsPHP.git,4414,PHP,6095,1240,4414,0,20485,0,1247,False,MIT License
435,20479,https://github.com/sirupsen/logrus.git,2131,Go,998,315,2131,72,20479,66,1218,False,MIT License
436,20444,https://github.com/ray-project/ray.git,3553,Python,178051,425,3553,2354,20444,288,12524,False,Apache License 2.0
437,20442,https://github.com/numpy/numpy.git,6880,Python,108181,564,6880,2269,20442,234,29610,False,"BSD 3-Clause ""New"" or ""Revised"" License"
438,20431,https://github.com/localForage/localForage.git,1189,JavaScript,4861,314,1189,228,20431,37,1122,False,Apache License 2.0
439,20424,https://github.com/slidevjs/slidev.git,747,TypeScript,27208,121,747,87,20424,6,1120,False,MIT License
440,20394,https://github.com/Meituan-Dianping/mpvue.git,2121,JavaScript,8393,606,2121,471,20394,48,2328,False,MIT License
441,20337,https://github.com/postcss/autoprefixer.git,1255,JavaScript,7949,385,1255,32,20337,0,2575,False,MIT License
442,20326,https://github.com/vuejs/vuepress.git,4466,JavaScript,15498,269,4466,548,20326,103,2123,False,MIT License
443,20209,https://github.com/elixir-lang/elixir.git,2889,Elixir,54243,682,2889,29,20209,3,18368,False,Apache License 2.0
444,20332,https://github.com/sebastianruder/NLP-progress.git,3443,Python,1532,1265,3443,37,20332,7,778,False,MIT License
445,20191,https://github.com/yuzu-emu/yuzu.git,1694,C++,73374,513,1694,1043,20191,47,21402,False,GNU General Public License v3.0
446,20150,https://github.com/jaredhanson/passport.git,1171,JavaScript,519,324,1171,334,20150,32,560,False,MIT License
447,20150,https://github.com/nefe/You-Dont-Need-jQuery.git,1826,JavaScript,707,537,1826,1,20150,0,619,False,MIT License
448,20195,https://github.com/michalsnik/aos.git,2203,JavaScript,1636,311,2203,291,20195,23,259,False,MIT License
449,20098,https://github.com/goldfire/howler.js.git,2069,JavaScript,32182,361,2069,313,20098,37,886,False,MIT License
450,20049,https://github.com/petkaantonov/bluebird.git,2425,JavaScript,15219,351,2425,114,20049,48,2109,False,MIT License
451,20034,https://github.com/gofiber/fiber.git,1019,Go,95653,252,1019,31,20034,7,3198,False,MIT License
452,20034,https://github.com/JohnCoates/Aerial.git,1031,Swift,19038,382,1031,51,20034,1,1304,False,MIT License
453,19980,https://github.com/apache/incubator-mxnet.git,6903,C++,98777,1098,6903,1989,19980,216,11833,False,Apache License 2.0
454,19962,https://github.com/statelyai/xstate.git,944,TypeScript,95457,184,944,259,19962,109,4788,False,MIT License
455,19944,https://github.com/necolas/react-native-web.git,1685,JavaScript,51364,341,1685,107,19944,29,1789,False,MIT License
456,19944,https://github.com/BradLarson/GPUImage.git,4624,Objective-C,44862,748,4624,992,19944,90,1082,False,"BSD 3-Clause ""New"" or ""Revised"" License"
457,19981,https://github.com/k3s-io/k3s.git,1770,Go,573842,271,1770,407,19981,18,2302,False,Apache License 2.0
458,19934,https://github.com/highlightjs/highlight.js.git,3332,JavaScript,14315,300,3332,60,19934,7,6415,False,"BSD 3-Clause ""New"" or ""Revised"" License"
459,19980,https://github.com/homebridge/homebridge.git,1896,TypeScript,3162,670,1896,22,19980,3,1429,False,Apache License 2.0
460,19890,https://github.com/AMAI-GmbH/AI-Expert-Roadmap.git,1782,JavaScript,628,774,1782,9,19890,0,67,False,MIT License
461,19890,https://github.com/TheAlgorithms/JavaScript.git,3487,JavaScript,2108,562,3487,1,19890,0,1592,False,GNU General Public License v3.0
462,19865,https://github.com/enzymejs/enzyme.git,2101,JavaScript,7733,269,2101,288,19865,32,1973,False,MIT License
463,19891,https://github.com/DrKLO/Telegram.git,6867,Java,343644,1164,6867,493,19891,219,447,False,GNU General Public License v2.0
464,19833,https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System.git,3380,C,5986,1590,3380,84,19833,40,243,False,Apache License 2.0
465,19805,https://github.com/DIYgod/RSSHub.git,4072,JavaScript,79764,317,4072,326,19805,21,7429,False,MIT License
466,19806,https://github.com/FredKSchott/snowpack.git,1001,JavaScript,82167,152,1001,392,19806,52,3441,False,MIT License
467,19791,https://github.com/avajs/ava.git,1430,JavaScript,12821,231,1430,82,19791,5,1912,False,MIT License
468,19732,https://github.com/python-poetry/poetry.git,1627,Python,13714,177,1627,1228,19732,170,2201,False,MIT License
469,19692,https://github.com/open-mmlab/mmdetection.git,7217,Python,38453,354,7217,542,19692,70,2056,False,Apache License 2.0
470,19683,https://github.com/marmelab/react-admin.git,4356,TypeScript,196897,266,4356,142,19683,27,13778,False,MIT License
471,19655,https://github.com/Seldaek/monolog.git,1812,PHP,3822,315,1812,27,19655,7,2606,False,MIT License
472,19632,https://github.com/ReactiveX/RxAndroid.git,3006,Java,970,1021,3006,2,19632,0,518,False,Apache License 2.0
473,19632,https://github.com/ShareX/ShareX.git,2520,C#,59581,510,2520,350,19632,6,7189,False,GNU General Public License v3.0
474,19618,https://github.com/judasn/IntelliJ-IDEA-Tutorial.git,7331,None,151080,1787,7331,0,19618,0,472,False,GNU General Public License v2.0
475,19607,https://github.com/youzan/vant.git,9311,TypeScript,201072,372,9311,28,19607,4,8744,False,MIT License
476,19654,https://github.com/gfwlist/gfwlist.git,3843,None,76599,751,3843,388,19654,1,3574,False,GNU Lesser General Public License v2.1
477,19667,https://github.com/eugeneyan/applied-ml.git,2762,None,310,834,2762,2,19667,0,413,False,MIT License
478,19564,https://github.com/tipsy/profile-summary-for-github.git,485,Vue,3263,108,485,16,19564,3,222,False,Apache License 2.0
479,19560,https://github.com/envoyproxy/envoy.git,3685,C++,147098,607,3685,1263,19560,98,11319,False,Apache License 2.0
480,19559,https://github.com/electron-react-boilerplate/electron-react-boilerplate.git,3288,TypeScript,15977,286,3288,27,19559,4,1067,False,MIT License
481,19547,https://github.com/validatorjs/validator.js.git,1923,JavaScript,5162,226,1923,245,19547,111,2055,False,MIT License
482,19519,https://github.com/jhipster/generator-jhipster.git,3823,JavaScript,114350,754,3823,189,19519,20,38122,False,Apache License 2.0
483,19532,https://github.com/mozilla/DeepSpeech.git,3487,C++,50672,656,3487,120,19532,14,3466,False,Mozilla Public License 2.0
484,19523,https://github.com/deezer/spleeter.git,2159,Python,9483,366,2159,146,19523,8,481,False,MIT License
485,19501,https://github.com/schollz/croc.git,862,Go,24506,233,862,81,19501,6,1656,False,MIT License
486,19466,https://github.com/zhaoolee/ChromeAppHeroes.git,2184,JavaScript,784498,633,2184,23,19466,9,788,False,GNU General Public License v3.0
487,19584,https://github.com/tsenart/vegeta.git,1215,Go,1748,320,1215,94,19584,17,668,False,MIT License
488,19427,https://github.com/SerenityOS/serenity.git,2131,C++,137769,316,2131,601,19427,85,38034,False,"BSD 2-Clause ""Simplified"" License"
489,19412,https://github.com/railsware/upterm.git,660,TypeScript,7811,404,660,220,19412,1,2998,False,MIT License
490,19429,https://github.com/js-cookie/js-cookie.git,2042,JavaScript,695,343,2042,1,19429,0,827,False,MIT License
491,19349,https://github.com/apache/skywalking.git,5688,Java,163581,839,5688,61,19349,1,7091,False,Apache License 2.0
492,19358,https://github.com/xi-editor/xi-editor.git,709,Rust,9456,426,709,145,19358,14,2099,False,Apache License 2.0
493,19270,https://github.com/trekhleb/homemade-machine-learning.git,3610,Jupyter Notebook,14826,939,3610,21,19270,12,246,False,MIT License
494,19313,https://github.com/google/ExoPlayer.git,5657,Java,174482,858,5657,620,19313,29,12941,False,Apache License 2.0
495,19249,https://github.com/afollestad/material-dialogs.git,3148,Kotlin,265793,560,3148,110,19249,11,2020,False,Apache License 2.0
496,19207,https://github.com/TeamNewPipe/NewPipe.git,2289,Java,60745,541,2289,1069,19207,37,9953,False,GNU General Public License v3.0
497,19205,https://github.com/nushell/nushell.git,911,Rust,27636,161,911,343,19205,9,5488,False,MIT License
498,19185,https://github.com/Homebrew/homebrew-cask.git,9845,Ruby,312047,309,9845,35,19185,14,149601,False,"BSD 2-Clause ""Simplified"" License"
499,19233,https://github.com/benweet/stackedit.git,2620,JavaScript,37337,523,2620,655,19233,16,313,False,Apache License 2.0
500,19158,https://github.com/rancher/rancher.git,2572,Go,129270,646,2572,2310,19158,174,8744,False,Apache License 2.0
501,19118,https://github.com/drduh/macOS-Security-and-Privacy-Guide.git,1376,Python,1785,756,1376,14,19118,2,576,False,MIT License
502,19061,https://github.com/MustangYM/WeChatExtension-ForMac.git,3280,Objective-C,192890,282,3280,790,19061,0,1040,False,MIT License
503,19050,https://github.com/taichi-dev/taichi.git,1970,C++,45556,379,1970,467,19050,39,8715,False,Apache License 2.0
504,19054,https://github.com/verekia/js-stack-from-scratch.git,1934,JavaScript,1807,584,1934,49,19054,10,568,False,MIT License
505,19071,https://github.com/alibaba/Sentinel.git,6862,Java,7416,774,6862,530,19071,137,749,False,Apache License 2.0
506,18971,https://github.com/redisson/redisson.git,4637,Java,20171,888,4637,306,18971,29,7260,False,Apache License 2.0
507,18969,https://github.com/streamlit/streamlit.git,1714,Python,136956,265,1714,589,18969,11,4701,False,Apache License 2.0
508,18962,https://github.com/codex-team/editor.js.git,1478,TypeScript,16391,215,1478,395,18962,49,645,False,Apache License 2.0
509,18929,https://github.com/palantir/blueprint.git,2003,TypeScript,113967,454,2003,655,18929,22,2414,False,Apache License 2.0
510,18909,https://github.com/apache/flink.git,10734,Java,447141,929,10734,899,18909,898,30854,False,Apache License 2.0
511,18873,https://github.com/locustio/locust.git,2439,Python,6602,429,2439,21,18873,2,3526,False,MIT License
512,18872,https://github.com/jenkinsci/jenkins.git,7420,Java,140694,871,7420,32,18872,31,32377,False,MIT License
513,18858,https://github.com/norvig/pytudes.git,2204,Jupyter Notebook,47218,701,2204,21,18858,5,757,False,MIT License
514,19127,https://github.com/tmrts/go-patterns.git,1790,Go,927,626,1790,60,19127,46,72,False,Apache License 2.0
515,18842,https://github.com/winstonjs/winston.git,1663,JavaScript,3789,221,1663,433,18842,43,1459,False,MIT License
516,18795,https://github.com/vuejs/vue-router.git,5172,JavaScript,11543,536,5172,115,18795,51,1376,False,MIT License
517,18805,https://github.com/tobiasahlin/SpinKit.git,1846,CSS,265,447,1846,10,18805,5,262,False,MIT License
518,18778,https://github.com/MLEveryday/100-Days-Of-ML-Code.git,5148,Jupyter Notebook,44918,1101,5148,10,18778,1,323,False,MIT License
519,18759,https://github.com/jorgebucaran/hyperapp.git,833,JavaScript,7051,317,833,8,18759,3,1387,False,MIT License
520,18748,https://github.com/graphql/graphql-js.git,1996,TypeScript,19301,400,1996,200,18748,60,3187,False,MIT License
521,18735,https://github.com/ftlabs/fastclick.git,3322,HTML,322,504,3322,280,18735,68,408,False,MIT License
522,18691,https://github.com/PostgREST/postgrest.git,871,Haskell,5518,351,871,166,18691,15,2129,False,MIT License
523,18688,https://github.com/rome/tools.git,567,Rust,121016,198,567,118,18688,17,3056,False,MIT License
524,18684,https://github.com/lutzroeder/netron.git,2160,JavaScript,38246,263,2160,18,18684,1,5513,False,MIT License
525,18648,https://github.com/bazelbuild/bazel.git,3417,Java,856625,601,3417,2510,18648,170,32632,False,Apache License 2.0
526,18667,https://github.com/academic/awesome-datascience.git,5058,None,1138,1428,5058,2,18667,0,846,False,MIT License
527,18610,https://github.com/jaywcjlove/linux-command.git,4191,Markdown,1100596,505,4191,44,18610,3,908,False,MIT License
528,18601,https://github.com/dhg/Skeleton.git,3132,CSS,6398,504,3132,140,18601,66,167,False,MIT License
529,18605,https://github.com/reduxjs/reselect.git,681,TypeScript,4061,165,681,23,18605,6,705,False,MIT License
530,18561,https://github.com/Prinzhorn/skrollr.git,3569,HTML,1659,725,3569,262,18561,19,606,False,MIT License
531,18528,https://github.com/python-telegram-bot/python-telegram-bot.git,4067,Python,10440,599,4067,36,18528,10,2353,False,Other
532,18494,https://github.com/jumpserver/jumpserver.git,4610,Python,65249,650,4610,178,18494,13,7193,False,GNU General Public License v3.0
533,18503,https://github.com/dracula/dracula-theme.git,1896,None,1224,186,1896,62,18503,0,503,False,MIT License
534,18476,https://github.com/google/web-starter-kit.git,3157,HTML,10452,954,3157,87,18476,37,720,False,Apache License 2.0
535,18484,https://github.com/rwightman/pytorch-image-models.git,3066,Python,20449,274,3066,66,18484,16,1378,False,Apache License 2.0
536,18458,https://github.com/SnapKit/SnapKit.git,1869,Swift,2869,393,1869,86,18458,10,527,False,MIT License
537,18432,https://github.com/vnpy/vnpy.git,7263,Python,253733,1346,7263,8,18432,0,6435,False,MIT License
538,18460,https://github.com/go-delve/delve.git,1876,Go,29972,374,1876,122,18460,14,2251,False,MIT License
539,18407,https://github.com/PyTorchLightning/pytorch-lightning.git,2351,Python,101972,220,2351,483,18407,100,6960,False,Apache License 2.0
540,18401,https://github.com/openssl/openssl.git,8033,C,257537,937,8033,1715,18401,239,31215,False,Apache License 2.0
541,18380,https://github.com/pytorch/examples.git,8625,Python,41293,390,8625,169,18380,31,650,False,"BSD 3-Clause ""New"" or ""Revised"" License"
542,18358,https://github.com/mingrammer/diagrams.git,1100,Python,32655,297,1100,279,18358,76,446,False,MIT License
543,18500,https://github.com/chalk/chalk.git,754,JavaScript,806,136,754,0,18500,0,332,False,MIT License
544,18316,https://github.com/pbatard/rufus.git,1930,C,28504,513,1930,11,18316,0,1890,False,GNU General Public License v3.0
545,18402,https://github.com/vadimdemedes/ink.git,500,TypeScript,1587,104,500,79,18402,16,505,False,MIT License
546,18275,https://github.com/square/picasso.git,4036,Kotlin,4841,872,4036,202,18275,20,1510,False,Apache License 2.0
547,18262,https://github.com/urfave/cli.git,1562,Go,6668,305,1562,171,18262,31,2106,False,MIT License
548,18211,https://github.com/jcjohnson/neural-style.git,2785,Lua,48191,646,2785,321,18211,27,169,False,MIT License
549,18297,https://github.com/nostalgic-css/NES.css.git,1529,SCSS,4356,195,1529,62,18297,27,827,False,MIT License
550,18223,https://github.com/Baseflow/PhotoView.git,3895,Java,16896,651,3895,196,18223,15,462,False,Apache License 2.0
551,18195,https://github.com/bcit-ci/CodeIgniter.git,7779,PHP,54937,1582,7779,23,18195,9,10323,False,MIT License
552,18217,https://github.com/recharts/recharts.git,1375,TypeScript,8429,185,1375,369,18217,9,1908,False,MIT License
553,18186,https://github.com/SpaceVim/SpaceVim.git,1414,Vim script,35639,311,1414,48,18186,19,5703,False,GNU General Public License v3.0
554,18181,https://github.com/PaddlePaddle/Paddle.git,4505,C++,242257,728,4505,2891,18181,815,35715,False,Apache License 2.0
555,18191,https://github.com/wenyan-lang/wenyan.git,1072,TypeScript,45580,252,1072,181,18191,6,914,False,MIT License
556,18168,https://github.com/websockets/ws.git,2182,JavaScript,11112,388,2182,5,18168,0,1790,False,MIT License
557,18068,https://github.com/jitsi/jitsi-meet.git,5758,JavaScript,227390,507,5758,215,18068,42,10128,False,Apache License 2.0
558,18125,https://github.com/elunez/eladmin.git,6660,Java,6918,544,6660,29,18125,5,478,False,Apache License 2.0
559,18033,https://github.com/OpenZeppelin/openzeppelin-contracts.git,9160,JavaScript,20004,612,9160,143,18033,35,2781,False,MIT License
560,18076,https://github.com/firecracker-microvm/firecracker.git,1272,Rust,21212,347,1272,133,18076,8,3453,False,Apache License 2.0
561,18022,https://github.com/lyswhut/lx-music-desktop.git,3268,JavaScript,9971,282,3268,113,18022,1,1562,False,Apache License 2.0
562,18020,https://github.com/SnapKit/Masonry.git,3180,Objective-C,767,731,3180,143,18020,20,406,False,MIT License
563,18025,https://github.com/FelisCatus/SwitchyOmega.git,2910,CoffeeScript,2157,830,2910,577,18025,11,609,False,GNU General Public License v3.0
564,17988,https://github.com/wekan/wekan.git,2727,JavaScript,44499,585,2727,749,17988,1,9067,False,MIT License
565,17956,https://github.com/appsmithorg/appsmith.git,1458,TypeScript,245976,193,1458,2185,17956,109,9900,False,Apache License 2.0
566,17935,https://github.com/phoenixframework/phoenix.git,2430,Elixir,16028,597,2430,35,17935,17,7230,False,MIT License
567,17935,https://github.com/pmndrs/react-three-fiber.git,998,TypeScript,22675,184,998,27,17935,4,2062,False,MIT License
568,17928,https://github.com/nuysoft/Mock.git,2620,JavaScript,5409,433,2620,315,17928,29,230,False,Other
569,17910,https://github.com/dennybritz/reinforcement-learning.git,5710,Jupyter Notebook,5373,873,5710,107,17910,19,259,False,MIT License
570,17912,https://github.com/eggjs/egg.git,1742,JavaScript,60674,477,1742,259,17912,3,995,False,MIT License
571,17896,https://github.com/withfig/autocomplete.git,4089,TypeScript,20825,70,4089,156,17896,27,3125,False,MIT License
572,17863,https://github.com/iawia002/lux.git,2167,Go,2312,333,2167,355,17863,6,742,False,MIT License
573,17857,https://github.com/dapr/dapr.git,1362,Go,107776,427,1362,316,17857,35,3044,False,Apache License 2.0
574,17881,https://github.com/philc/vimium.git,2162,JavaScript,5705,296,2162,1001,17881,53,4423,False,MIT License
575,17803,https://github.com/refined-github/refined-github.git,1273,TypeScript,19171,202,1273,129,17803,1,3017,False,MIT License
576,17780,https://github.com/go-kratos/kratos.git,3434,Go,7399,426,3434,63,17780,12,1385,False,MIT License
577,18207,https://github.com/chubin/wttr.in.git,866,Python,2003,210,866,193,18207,7,1182,False,Apache License 2.0
578,17695,https://github.com/valyala/fasthttp.git,1485,Go,2627,392,1485,38,17695,4,1477,False,MIT License
579,17767,https://github.com/ogham/exa.git,528,Rust,3681,132,528,226,17767,25,1546,False,MIT License
580,17688,https://github.com/apollographql/apollo-client.git,2401,TypeScript,67346,297,2401,650,17688,91,10898,False,MIT License
581,17671,https://github.com/svg/svgo.git,1265,JavaScript,3918,250,1265,223,17671,37,1318,False,MIT License
582,17646,https://github.com/dotnet/core.git,4491,PowerShell,18731,1347,4491,371,17646,3,3796,False,Other
583,17597,https://github.com/airyland/vux.git,3831,Vue,33236,690,3831,393,17597,17,2620,False,MIT License
584,17610,https://github.com/magenta/magenta.git,3613,Python,37406,787,3613,344,17610,39,1407,False,Apache License 2.0
585,17594,https://github.com/arendst/Tasmota.git,3914,C,187820,656,3914,11,17594,2,15596,False,GNU General Public License v3.0
586,17577,https://github.com/rustdesk/rustdesk.git,1754,Rust,5128,218,1754,195,17577,3,1168,False,GNU General Public License v3.0
587,17567,https://github.com/goldbergyoni/javascript-testing-best-practices.git,1546,JavaScript,10687,286,1546,48,17567,15,913,False,MIT License
588,17629,https://github.com/typicode/lowdb.git,834,JavaScript,997,228,834,4,17629,2,471,False,MIT License
589,17507,https://github.com/Z4nzu/hackingtool.git,2159,Python,1266,850,2159,79,17507,15,174,False,MIT License
590,17600,https://github.com/react-dnd/react-dnd.git,1835,TypeScript,592540,187,1835,303,17600,1,2226,False,MIT License
591,17507,https://github.com/mojs/mojs.git,921,CoffeeScript,143694,412,921,35,17507,0,1677,False,MIT License
592,17593,https://github.com/quii/learn-go-with-tests.git,2284,Go,9015,322,2284,26,17593,4,1222,False,MIT License
593,17494,https://github.com/crystal-lang/crystal.git,1345,Crystal,53794,427,1345,1442,17494,253,13844,False,Apache License 2.0
594,17479,https://github.com/processing/p5.js.git,2657,JavaScript,77870,490,2657,225,17479,23,9506,False,GNU Lesser General Public License v2.1
595,17474,https://github.com/google/jax.git,1616,Python,50772,266,1616,1099,17474,194,11568,False,Apache License 2.0
596,17471,https://github.com/uikit/uikit.git,2317,HTML,49364,685,2317,741,17471,47,5247,False,MIT License
597,17688,https://github.com/type-challenges/type-challenges.git,1527,TypeScript,1764,82,1527,9165,17688,14,636,False,MIT License
598,17518,https://github.com/zeromicro/go-zero.git,2482,Go,9381,265,2482,63,17518,13,1373,False,MIT License
599,17409,https://github.com/CarGuo/GSYVideoPlayer.git,3869,Java,358843,424,3869,15,17409,0,1418,False,Apache License 2.0
600,17402,https://github.com/freqtrade/freqtrade.git,3730,Python,75014,568,3730,59,17402,14,16435,False,GNU General Public License v3.0
601,17405,https://github.com/google/flexbox-layout.git,1799,Kotlin,49328,456,1799,110,17405,11,370,False,Apache License 2.0
602,17399,https://github.com/swoole/swoole-src.git,3192,C++,49557,859,3192,77,17399,3,12471,False,Apache License 2.0
603,17393,https://github.com/pubkey/rxdb.git,852,TypeScript,77645,235,852,12,17393,10,7169,False,Apache License 2.0
604,17391,https://github.com/goharbor/harbor.git,4071,Go,210420,536,4071,916,17391,45,11201,False,Apache License 2.0
605,17366,https://github.com/jsdom/jsdom.git,1495,JavaScript,33956,266,1495,442,17366,45,3544,False,MIT License
606,17358,https://github.com/flameshot-org/flameshot.git,1099,C++,19344,193,1099,309,17358,7,1708,False,GNU General Public License v3.0
607,17343,https://github.com/tzutalin/labelImg.git,5409,Python,238438,363,5409,348,17343,37,429,False,MIT License
608,17304,https://github.com/Redocly/redoc.git,1929,TypeScript,52352,282,1929,384,17304,15,2413,False,MIT License
609,17287,https://github.com/BabylonJS/Babylon.js.git,2801,TypeScript,4667725,539,2801,99,17287,14,36897,False,Apache License 2.0
610,17311,https://github.com/SortableJS/Vue.Draggable.git,2680,JavaScript,14548,237,2680,193,17311,35,520,False,MIT License
611,17290,https://github.com/nosir/cleave.js.git,1628,JavaScript,3710,191,1628,192,17290,22,423,False,Apache License 2.0
612,17317,https://github.com/facert/awesome-spider.git,4399,None,121,814,4399,22,17317,2,147,False,MIT License
613,17260,https://github.com/qier222/YesPlayMusic.git,2488,Vue,31863,183,2488,228,17260,6,614,False,MIT License
614,17365,https://github.com/solidjs/solid.git,454,TypeScript,8864,174,454,15,17366,6,1326,False,MIT License
615,17204,https://github.com/louislam/uptime-kuma.git,1273,JavaScript,6599,120,1273,535,17204,46,2691,False,MIT License
616,17181,https://github.com/mybatis/mybatis-3.git,11599,Java,117015,1180,11599,198,17181,60,4155,False,Other
617,17183,https://github.com/apache/rocketmq.git,9674,Java,13144,885,9674,582,17183,175,2105,False,Apache License 2.0
618,17181,https://github.com/shieldfy/API-Security-Checklist.git,2063,None,405,499,2063,15,17181,4,280,False,MIT License
619,17167,https://github.com/mysqljs/mysql.git,2435,JavaScript,2793,498,2435,167,17167,31,1378,False,MIT License
620,17176,https://github.com/alibaba/ice.git,2041,TypeScript,121552,456,2041,159,17176,12,1762,False,MIT License
621,17149,https://github.com/julianshapiro/velocity.git,1613,JavaScript,8139,410,1613,42,17149,0,895,False,MIT License
622,17239,https://github.com/google/mediapipe.git,3624,C++,541972,477,3624,409,17239,51,115,False,Apache License 2.0
623,17144,https://github.com/pnpm/pnpm.git,482,TypeScript,100972,107,482,709,17144,13,7473,False,MIT License
624,17122,https://github.com/chai2010/advanced-go-programming-book.git,2949,Go,21125,563,2949,53,17122,3,1510,False,"BSD 2-Clause ""Simplified"" License"
625,17109,https://github.com/TanStack/react-table.git,2380,TypeScript,19011,150,2380,2,17109,1,1716,False,MIT License
626,17103,https://github.com/gorilla/websocket.git,2867,Go,482,384,2867,36,17103,11,307,False,"BSD 2-Clause ""Simplified"" License"
627,17138,https://github.com/reduxjs/redux-thunk.git,1035,TypeScript,1087,180,1035,1,17138,0,166,False,MIT License
628,17174,https://github.com/ai/nanoid.git,618,JavaScript,4669,140,618,3,17174,0,912,False,MIT License
629,17064,https://github.com/jquense/yup.git,752,TypeScript,3639,68,752,366,17064,57,666,False,MIT License
630,16977,https://github.com/toml-lang/toml.git,823,None,2326,332,823,35,16977,10,804,False,MIT License
631,16949,https://github.com/microsoft/winget-cli.git,937,C++,20883,266,937,494,16949,13,584,False,MIT License
632,16936,https://github.com/facebook/relay.git,1696,Rust,2570668,351,1696,396,16936,51,8022,False,MIT License
633,16948,https://github.com/pytorch/fairseq.git,4462,Python,22140,328,4462,574,16948,40,2174,False,MIT License
634,16941,https://github.com/Molunerfinn/PicGo.git,1830,TypeScript,4862,172,1830,19,16941,0,428,False,MIT License
635,16944,https://github.com/facebookresearch/faiss.git,2607,C++,57105,443,2607,181,16944,10,623,False,MIT License
636,16894,https://github.com/oldj/SwitchHosts.git,1957,TypeScript,31671,370,1957,297,16894,0,1229,False,Apache License 2.0
637,16914,https://github.com/cookiecutter/cookiecutter.git,1643,Python,2850,244,1643,253,16914,58,2763,False,"BSD 3-Clause ""New"" or ""Revised"" License"
638,17095,https://github.com/rough-stuff/rough.git,551,HTML,6246,160,551,23,17095,2,447,False,MIT License
639,16900,https://github.com/pmndrs/zustand.git,479,TypeScript,4220,113,479,22,16900,2,646,False,MIT License
640,16827,https://github.com/prisma/prisma1.git,927,Scala,194164,99,927,549,16827,63,12489,False,Apache License 2.0
641,16811,https://github.com/nostra13/Android-Universal-Image-Loader.git,6236,Java,27128,1359,6236,447,16811,5,1038,False,Apache License 2.0
642,16789,https://github.com/facebook/fresco.git,3770,Java,74243,870,3770,186,16789,12,3180,False,MIT License
643,16779,https://github.com/less/less.js.git,3474,JavaScript,16039,675,3474,172,16779,14,2961,False,Apache License 2.0
644,16766,https://github.com/defunkt/jquery-pjax.git,2070,JavaScript,874,563,2070,94,16766,37,508,False,MIT License
645,16794,https://github.com/spaceship-prompt/spaceship-prompt.git,906,Shell,7489,97,906,165,16794,69,1309,False,MIT License
646,16760,https://github.com/angular/material.git,3555,JavaScript,51334,724,3555,278,16760,9,4949,False,MIT License
